event-id,visible,timestamp,location-long,location-lat,acceleration-x,acceleration-y,acceleration-z,gps:activity-count,comments,external-temperature,gps:satellite-count,ground-speed,gsm:gsm-signal-strength,height-above-ellipsoid,import-marked-outlier,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
2032755126,true,2016-10-27 00:00:00.000,34.146416,13.657466,,,,,"STBU02",33.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755115,true,2016-10-27 06:00:00.000,34.2111,13.6084,,,,,"STBU02",37.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755116,true,2016-10-27 12:00:00.000,34.166749,13.629999,,,,,"STBU02",41.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755117,true,2016-10-27 18:00:00.000,34.166816,13.630566,,,,,"STBU02",32.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755118,true,2016-10-28 00:00:00.000,34.16665,13.629832,,,,,"STBU02",32.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755099,true,2016-10-28 02:40:00.000,34.166932,13.630199,,,,,"STBU02",33.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755100,true,2016-10-28 02:42:00.000,34.166949,13.630199,,,,,"STBU02",32.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755101,true,2016-10-28 02:43:00.000,34.166949,13.630149,,,,,"STBU02",32.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755102,true,2016-10-28 02:45:00.000,34.166949,13.630199,,,,,"STBU02",32.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755091,true,2016-10-28 06:00:00.000,34.277366,13.639716,,,,,"STBU02",37.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755092,true,2016-10-28 12:00:00.000,34.535799,14.267232,,,,,"STBU02",47.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755093,true,2016-10-28 18:00:00.000,34.516749,14.272916,,,,,"STBU02",34.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032755094,true,2016-10-29 00:01:00.000,34.51605,14.272966,,,,,"STBU02",33.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032754884,true,2016-10-29 06:00:00.000,34.46275,14.245483,,,,1313,"STBU02",39.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032754885,true,2016-10-29 12:00:00.000,34.451116,14.289033,,,,1313,"STBU02",35.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032754886,true,2016-10-29 18:00:00.000,34.163016,14.283132,,,,1313,"STBU02",33.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2032754887,true,2016-10-30 00:00:00.000,34.162816,14.283366,,,,1313,"STBU02",31.0,,,6,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2040308379,true,2016-10-30 06:00:00.000,34.144433,14.320599,,,,650,"STBU02",39.0,,,13,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2040308380,true,2016-10-30 12:00:00.000,33.944283,14.467666,,,,650,"STBU02",49.0,,,13,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2040308381,true,2016-10-30 18:00:00.000,33.949016,14.466316,,,,650,"STBU02",34.0,,,13,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2040308382,true,2016-10-31 00:00:00.000,33.949183,14.466216,,,,650,"STBU02",32.0,,,13,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281783,true,2016-10-31 06:00:00.000,33.96785,14.607316,,,,,"STBU02",39.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281784,true,2016-10-31 12:00:00.000,33.952166,14.45445,,,,,"STBU02",49.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281785,true,2016-10-31 18:00:00.000,33.917982,14.7533,,,,,"STBU02",34.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281786,true,2016-11-01 00:01:00.000,33.918049,14.7532,,,,,"STBU02",32.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281779,true,2016-11-01 06:00:00.000,33.919716,14.732467,,,,,"STBU02",40.0,,,9,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281780,true,2016-11-01 12:00:00.000,33.932449,14.472682,,,,,"STBU02",49.0,,,9,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281781,true,2016-11-01 18:00:00.000,33.918982,14.7529,,,,,"STBU02",35.0,,,9,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281782,true,2016-11-02 00:00:00.000,33.918782,14.754533,,,,,"STBU02",32.0,,,9,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281842,true,2016-11-02 06:00:00.000,33.981383,14.744649,,,,,"STBU02",38.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281843,true,2016-11-02 12:00:00.000,33.944883,14.46635,,,,,"STBU02",49.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281844,true,2016-11-02 18:00:00.000,34.018066,14.519216,,,,,"STBU02",33.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281845,true,2016-11-03 00:00:00.000,33.986049,14.706466,,,,,"STBU02",31.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281858,true,2016-11-03 06:00:00.000,33.978433,14.695316,,,,,"STBU02",39.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281859,true,2016-11-03 12:00:00.000,34.06595,14.713566,,,,,"STBU02",30.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281860,true,2016-11-03 18:00:00.000,33.9735,14.675099,,,,,"STBU02",33.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281861,true,2016-11-04 00:01:00.000,33.973483,14.675116,,,,,"STBU02",31.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281854,true,2016-11-04 06:00:00.000,34.0134,14.681632,,,,,"STBU02",38.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281855,true,2016-11-04 12:00:00.000,33.749466,14.511283,,,,,"STBU02",47.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281856,true,2016-11-04 18:00:00.000,33.944099,14.641249,,,,,"STBU02",33.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281857,true,2016-11-05 00:00:00.000,33.943949,14.641316,,,,,"STBU02",33.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281850,true,2016-11-05 06:00:00.000,33.926482,14.649783,,,,,"STBU02",38.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281851,true,2016-11-05 12:00:00.000,33.759616,14.515316,,,,,"STBU02",43.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281852,true,2016-11-05 18:00:00.000,33.97475,14.677266,,,,,"STBU02",34.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281853,true,2016-11-06 00:00:00.000,33.974983,14.676682,,,,,"STBU02",33.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281846,true,2016-11-06 06:00:00.000,33.943699,14.676049,,,,,"STBU02",37.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281847,true,2016-11-06 12:00:00.000,33.759366,14.515416,,,,,"STBU02",42.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281848,true,2016-11-06 18:00:00.000,33.7594,14.514266,,,,,"STBU02",33.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281849,true,2016-11-07 00:01:00.000,33.759816,14.514433,,,,,"STBU02",33.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281775,true,2016-11-07 06:00:00.000,33.979283,14.636549,,,,5043,"STBU02",38.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281776,true,2016-11-07 12:00:00.000,33.7594,14.516533,,,,5043,"STBU02",49.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281777,true,2016-11-07 18:00:00.000,33.764416,14.518432,,,,5043,"STBU02",33.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2062281778,true,2016-11-08 00:00:00.000,33.764433,14.518266,,,,5043,"STBU02",33.0,,,8,,,4040.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518477,true,2016-11-08 06:00:00.000,34.0124,14.637283,,,,,"STBU02",38.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518478,true,2016-11-08 12:00:00.000,33.761733,14.521216,,,,,"STBU02",50.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518479,true,2016-11-08 18:00:00.000,33.763716,14.519832,,,,,"STBU02",33.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518480,true,2016-11-09 00:00:00.000,33.763633,14.519532,,,,,"STBU02",32.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518489,true,2016-11-09 06:00:00.000,34.074682,14.729383,,,,,"STBU02",38.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518490,true,2016-11-09 12:00:00.000,33.762333,14.520882,,,,,"STBU02",49.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518491,true,2016-11-09 18:00:00.000,34.052433,14.710283,,,,,"STBU02",34.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518492,true,2016-11-10 00:01:00.000,34.049966,14.711,,,,,"STBU02",33.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518505,true,2016-11-10 06:00:00.000,34.039316,14.72735,,,,,"STBU02",38.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518506,true,2016-11-10 12:00:00.000,33.759866,14.530516,,,,,"STBU02",47.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518507,true,2016-11-10 18:00:00.000,34.021666,14.698616,,,,,"STBU02",33.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518508,true,2016-11-11 00:01:00.000,34.023249,14.696066,,,,,"STBU02",31.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518493,true,2016-11-11 06:00:00.000,33.983899,14.760166,,,,,"STBU02",38.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518494,true,2016-11-11 12:00:00.000,33.599633,14.5596,,,,,"STBU02",54.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518495,true,2016-11-11 18:00:00.000,34.063366,14.700233,,,,,"STBU02",32.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518496,true,2016-11-12 00:00:00.000,34.06405,14.70095,,,,,"STBU02",32.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518501,true,2016-11-12 06:00:00.000,34.173199,14.705383,,,,,"STBU02",37.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518502,true,2016-11-12 12:00:00.000,33.9653,14.634683,,,,,"STBU02",33.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518503,true,2016-11-12 18:00:00.000,33.975217,14.677366,,,,,"STBU02",32.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518504,true,2016-11-13 00:00:00.000,33.9749,14.680516,,,,,"STBU02",30.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518509,true,2016-11-13 06:00:00.000,33.957983,14.75775,,,,,"STBU02",37.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518510,true,2016-11-13 12:00:00.000,33.704733,14.510716,,,,,"STBU02",48.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518511,true,2016-11-13 18:00:00.000,33.973833,14.676632,,,,,"STBU02",32.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518512,true,2016-11-14 00:01:00.000,33.973883,14.676482,,,,,"STBU02",31.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518485,true,2016-11-14 06:00:00.000,33.939783,14.733616,,,,,"STBU02",38.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518486,true,2016-11-14 12:00:00.000,33.567249,14.540916,,,,,"STBU02",50.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518487,true,2016-11-14 18:00:00.000,33.976317,14.677082,,,,,"STBU02",32.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518488,true,2016-11-15 00:00:00.000,33.975533,14.677032,,,,,"STBU02",31.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518497,true,2016-11-15 06:00:00.000,33.988166,14.551783,,,,,"STBU02",37.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518498,true,2016-11-15 12:00:00.000,33.694566,14.517549,,,,,"STBU02",44.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518499,true,2016-11-15 18:00:00.000,33.958183,14.808583,,,,,"STBU02",32.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518500,true,2016-11-16 00:00:00.000,33.95835,14.808533,,,,,"STBU02",30.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518513,true,2016-11-16 06:00:00.000,33.944133,14.80205,,,,,"STBU02",38.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518514,true,2016-11-16 12:00:00.000,33.5592,14.548716,,,,,"STBU02",46.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518515,true,2016-11-16 18:00:00.000,33.9763,14.806416,,,,,"STBU02",32.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518516,true,2016-11-17 00:01:00.000,33.976517,14.806383,,,,,"STBU02",32.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518481,true,2016-11-17 06:00:00.000,33.944133,14.808016,,,,6832,"STBU02",38.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518482,true,2016-11-17 12:00:00.000,34.372616,13.783549,,,,6832,"STBU02",31.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518483,true,2016-11-17 18:00:00.000,34.323499,14.270299,,,,6832,"STBU02",33.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2087518484,true,2016-11-18 00:00:00.000,34.323682,14.270732,,,,6832,"STBU02",31.0,,,9,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2090317580,true,2016-11-18 06:00:00.000,34.268432,14.246333,,,,666,"STBU02",37.0,,,8,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2090317581,true,2016-11-18 12:00:00.000,34.315333,14.248466,,,,666,"STBU02",42.0,,,8,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2090317582,true,2016-11-18 18:00:00.000,34.317666,14.250766,,,,666,"STBU02",33.0,,,8,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2090317583,true,2016-11-19 00:01:00.000,34.317649,14.250783,,,,666,"STBU02",31.0,,,8,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2100256207,true,2016-11-19 06:00:00.000,34.245833,14.241233,,,,,"STBU02",37.0,,,7,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2100256208,true,2016-11-19 12:00:00.000,34.526716,13.115166,,,,,"STBU02",50.0,,,7,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2100256209,true,2016-11-19 18:00:00.000,34.552016,13.086716,,,,,"STBU02",33.0,,,7,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2100256210,true,2016-11-20 00:00:00.000,34.551583,13.090483,,,,,"STBU02",30.0,,,7,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2107658448,true,2016-11-20 06:00:00.000,34.578832,13.102633,,,,,"STBU02",38.0,,,19,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2107658449,true,2016-11-20 12:00:00.000,34.357766,13.877299,,,,,"STBU02",27.0,,,19,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2107658450,true,2016-11-20 18:00:00.000,34.242133,14.356016,,,,,"STBU02",34.0,,,19,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2107658451,true,2016-11-21 00:00:00.000,34.242133,14.3564,,,,,"STBU02",32.0,,,19,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2098023112,true,2016-11-21 06:00:00.000,34.236999,14.392333,,,,1866,"STBU02",37.0,,,20,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2098023113,true,2016-11-21 12:00:00.000,33.368649,13.997949,,,,1866,"STBU02",44.0,,,20,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2098023114,true,2016-11-21 18:00:00.000,33.86405,13.699849,,,,1866,"STBU02",34.0,,,20,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2098023115,true,2016-11-22 00:01:00.000,33.8597,13.711483,,,,1866,"STBU02",31.0,,,20,,,3980.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2100256211,true,2016-11-22 06:00:00.000,33.85965,13.711916,,,,461,"STBU02",36.0,,,7,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2100256212,true,2016-11-22 12:00:00.000,34.725367,12.999083,,,,461,"STBU02",33.0,,,7,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2100256213,true,2016-11-22 18:00:00.000,34.761616,12.997649,,,,461,"STBU02",33.0,,,7,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2100256214,true,2016-11-23 00:00:00.000,34.761833,12.997716,,,,461,"STBU02",31.0,,,7,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2102735155,true,2016-11-23 06:00:00.000,34.759866,13.028882,,,,580,"STBU02",38.0,,,17,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2102735156,true,2016-11-23 12:00:00.000,34.820233,13.10395,,,,580,"STBU02",30.0,,,17,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2102735157,true,2016-11-23 18:00:00.000,35.323132,13.327916,,,,580,"STBU02",32.0,,,17,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2102735158,true,2016-11-24 00:00:00.000,35.323482,13.327999,,,,580,"STBU02",32.0,,,17,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2105092906,true,2016-11-24 06:00:00.000,35.330182,13.348766,,,,477,"STBU02",38.0,,,21,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2105092907,true,2016-11-24 12:00:00.000,35.3077,13.177466,,,,477,"STBU02",44.0,,,21,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2105092908,true,2016-11-24 18:00:00.000,35.351416,13.233433,,,,477,"STBU02",32.0,,,21,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2105092909,true,2016-11-25 00:01:00.000,35.351883,13.233499,,,,477,"STBU02",30.0,,,21,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2107658263,true,2016-11-25 06:00:00.000,35.370099,13.262233,,,,1041,"STBU02",34.0,,,20,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2107658264,true,2016-11-25 12:00:00.000,35.489816,13.20265,,,,1041,"STBU02",31.0,,,20,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2107658265,true,2016-11-25 18:00:00.000,35.358183,13.242716,,,,1041,"STBU02",33.0,,,20,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2107658266,true,2016-11-26 00:01:00.000,35.3583,13.242683,,,,1041,"STBU02",30.0,,,20,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2110267094,true,2016-11-26 06:00:00.000,35.358866,13.291716,,,,551,"STBU02",36.0,,,17,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2110267095,true,2016-11-26 12:00:00.000,35.425866,13.239133,,,,551,"STBU02",40.0,,,17,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2110267096,true,2016-11-26 18:00:00.000,35.376866,13.259316,,,,551,"STBU02",33.0,,,17,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2110267097,true,2016-11-27 00:00:00.000,35.376899,13.2594,,,,551,"STBU02",29.0,,,17,,,3970.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2110500871,true,2016-11-27 02:45:00.000,35.376899,13.259316,,,,0,"STBU02",33.0,,,19,,,3800.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2110500872,true,2016-11-27 02:46:00.000,35.376849,13.2593,,,,0,"STBU02",32.0,,,19,,,3800.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2110500873,true,2016-11-27 02:48:00.000,35.376866,13.25925,,,,0,"STBU02",31.0,,,19,,,3800.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2110500874,true,2016-11-27 02:49:00.000,35.376899,13.2593,,,,0,"STBU02",31.0,,,19,,,3800.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2112984860,true,2016-11-27 06:00:00.000,35.397583,13.274366,,,,503,"STBU02",36.0,,,17,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2112984861,true,2016-11-27 12:00:00.000,35.30425,13.175949,,,,503,"STBU02",40.0,,,17,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2112984862,true,2016-11-27 15:00:00.000,35.30355,13.179816,,,,503,"STBU02",33.0,,,17,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2112984863,true,2016-11-27 18:00:00.000,35.3065,13.171266,,,,503,"STBU02",31.0,,,17,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2113994263,true,2016-11-27 21:00:00.000,35.306416,13.171082,,,,242,"STBU02",30.0,,,9,,,3960.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2113994264,true,2016-11-28 00:00:00.000,35.306616,13.171182,,,,242,"STBU02",30.0,,,9,,,3960.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2113994265,true,2016-11-28 03:00:00.000,35.306766,13.171332,,,,242,"STBU02",29.0,,,9,,,3960.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2113994266,true,2016-11-28 06:00:00.000,35.334633,13.20385,,,,242,"STBU02",36.0,,,9,,,3960.0,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2115731804,true,2016-11-28 09:00:00.000,35.307416,13.177699,,,,294,"STBU02",44.0,,,18,,,4070.0000000000005,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2115731805,true,2016-11-28 12:00:00.000,35.307366,13.177816,,,,294,"STBU02",45.0,,,18,,,4070.0000000000005,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2115731806,true,2016-11-28 15:00:00.000,35.314416,13.220249,,,,294,"STBU02",36.0,,,18,,,4070.0000000000005,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2115731807,true,2016-11-28 18:00:00.000,35.314133,13.220166,,,,294,"STBU02",32.0,,,18,,,4070.0000000000005,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
2122034972,true,2016-11-28 21:00:00.000,35.313766,13.220016,,,,,"STBU02",31.0,,,17,,,4059.9999999999995,"gps","Ciconia ciconia","48511832023","Belcho","White Stork Bulgaria"
