individual_id,deployment_id,tag_id,study_id,sensor_type_id,individual_local_identifier,tag_local_identifier,individual_taxon_canonical_name,acceleration_x,acceleration_y,acceleration_z,activity_count,comments,external_temperature,gps_satellite_count,ground_speed,gsm_signal_strength,height_above_ellipsoid,import_marked_outlier,location_lat,location_long,tag_voltage,timestamp,event_id,visible
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,335,"STBU02",25.0,,,12,,,7.16305,39.297966,4100.0,2015-12-23 00:00:00.000,1113132026,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,335,"STBU02",23.0,,,12,,,7.1623,39.287599,4100.0,2015-12-23 03:00:00.000,1113132027,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,459,"STBU02",31.0,,,13,,,7.1632,39.277749,4140.0,2015-12-23 06:00:00.000,1113576872,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,459,"STBU02",40.0,,,13,,,7.163183,39.285549,4140.0,2015-12-23 09:00:00.000,1113576873,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,459,"STBU02",34.0,,,13,,,7.141916,39.276066,4140.0,2015-12-23 12:00:00.000,1113576874,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,459,"STBU02",28.0,,,13,,,7.164866,39.287449,4140.0,2015-12-23 15:00:00.000,1113576875,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",25.0,,,12,,,7.162533,39.291366,4080.0,2015-12-23 18:00:00.000,1115032225,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",26.0,,,12,,,7.162633,39.291633,4080.0,2015-12-23 21:00:00.000,1115032226,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",25.0,,,12,,,7.1626,39.291666,4080.0,2015-12-24 00:01:00.000,1115032227,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",25.0,,,12,,,7.162533,39.291499,4080.0,2015-12-24 03:00:00.000,1115032228,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",32.0,,,12,,,7.163816,39.292983,4080.0,2015-12-24 06:00:00.000,1115032221,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",37.0,,,12,,,7.1565,39.296783,4080.0,2015-12-24 09:00:00.000,1115032222,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",34.0,,,12,,,7.158316,39.297183,4080.0,2015-12-24 12:00:00.000,1115032223,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",27.0,,,12,,,7.162966,39.30215,4080.0,2015-12-24 15:00:00.000,1115032224,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",25.0,,,12,,,7.1648,39.304416,4080.0,2015-12-24 18:00:00.000,1115032209,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",25.0,,,12,,,7.163266,39.304633,4080.0,2015-12-24 21:00:00.000,1115032210,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",24.0,,,12,,,7.164616,39.303783,4080.0,2015-12-25 00:00:00.000,1115032211,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",27.0,,,12,,,7.16435,39.3043,4080.0,2015-12-25 03:00:00.000,1115032212,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",32.0,,,12,,,7.161783,39.307783,4080.0,2015-12-25 06:00:00.000,1115032213,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",30.0,,,12,,,7.142216,39.376182,4080.0,2015-12-25 09:00:00.000,1115032214,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",32.0,,,12,,,7.170566,39.291366,4080.0,2015-12-25 12:00:00.000,1115032215,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",27.0,,,12,,,7.165683,39.296549,4080.0,2015-12-25 15:00:00.000,1115032216,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,1908,"STBU02",26.0,,,11,,,7.166782,39.295566,4080.0,2015-12-25 18:00:00.000,1115032217,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,1908,"STBU02",26.0,,,11,,,7.167366,39.296183,4080.0,2015-12-25 21:00:00.000,1115032218,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,1908,"STBU02",23.0,,,11,,,7.167599,39.296433,4080.0,2015-12-26 00:00:00.000,1115032219,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,1908,"STBU02",25.0,,,11,,,7.167582,39.296083,4080.0,2015-12-26 03:00:00.000,1115032220,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",33.0,,,8,,,7.156983,39.294183,4060.0,2015-12-26 06:00:00.000,1116455691,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",40.0,,,8,,,7.156583,39.297166,4060.0,2015-12-26 09:00:00.000,1116455692,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",37.0,,,8,,,7.144583,39.287549,4060.0,2015-12-26 12:00:00.000,1116455693,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",27.0,,,8,,,7.15535,39.298666,4060.0,2015-12-26 15:00:00.000,1116455694,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,583,"STBU02",27.0,,,11,,,7.143416,39.288399,4060.0,2015-12-26 18:00:00.000,1115978549,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,583,"STBU02",25.0,,,11,,,7.143549,39.288533,4060.0,2015-12-26 21:00:00.000,1115978550,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,583,"STBU02",24.0,,,11,,,7.143316,39.288499,4060.0,2015-12-27 00:01:00.000,1115978551,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,583,"STBU02",23.0,,,11,,,7.143316,39.288433,4060.0,2015-12-27 03:00:00.000,1115978552,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",33.0,,,8,,,7.147883,39.290549,4060.0,2015-12-27 06:00:00.000,1116455699,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",35.0,,,8,,,7.16185,39.285083,4060.0,2015-12-27 09:00:00.000,1116455700,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",37.0,,,8,,,7.158733,39.3056,4060.0,2015-12-27 12:00:00.000,1116455701,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,,"STBU02",28.0,,,8,,,7.1654,39.304583,4060.0,2015-12-27 15:00:00.000,1116455702,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,814,"STBU02",26.0,,,10,,,7.162733,39.304283,4060.0,2015-12-27 18:00:00.000,1116455695,true
128185109,130144786,130131267,128184877,653,"Belcho","48511832023","Ciconia ciconia",,,,814,"STBU02",26.0,,,10,,,7.162866,39.305916,4060.0,2015-12-27 21:00:00.000,1116455696,true
